	Source file	DateTime	Date	Time	Duration(s)	Comments	Si29_CPS	Si29_CPS_Int2SE	Li_ppm_m7	Li_ppm_m7_Int2SE	Mg_ppm_m24	Mg_ppm_m24_Int2SE	Al_ppm_m27	Al_ppm_m27_Int2SE	K_ppm_m39	K_ppm_m39_Int2SE	Ca_ppm_m42	Ca_ppm_m42_Int2SE	Ca_ppm_m43	Ca_ppm_m43_Int2SE	Ti_ppm_m49	Ti_ppm_m49_Int2SE	Mn_ppm_m55	Mn_ppm_m55_Int2SE	Fe_ppm_m57	Fe_ppm_m57_Int2SE	Rb_ppm_m85	Rb_ppm_m85_Int2SE	Sr_ppm_m88	Sr_ppm_m88_Int2SE	Zr_ppm_m90	Zr_ppm_m90_Int2SE	Sn_ppm_m118	Sn_ppm_m118_Int2SE	Ba_ppm_m137	Ba_ppm_m137_Int2SE	La_ppm_m139	La_ppm_m139_Int2SE	Ce_ppm_m140	Ce_ppm_m140_Int2SE	Nd_ppm_m146	Nd_ppm_m146_Int2SE	Hf_ppm_m178	Hf_ppm_m178_Int2SE	Pb_ppm_m208	Pb_ppm_m208_Int2SE	ExtraMetaData	Si29_CPS_LOD	Li_ppm_m7_LOD	Mg_ppm_m24_LOD	Al_ppm_m27_LOD	K_ppm_m39_LOD	Ca_ppm_m42_LOD	Ca_ppm_m43_LOD	Ti_ppm_m49_LOD	Mn_ppm_m55_LOD	Fe_ppm_m57_LOD	Rb_ppm_m85_LOD	Sr_ppm_m88_LOD	Zr_ppm_m90_LOD	Sn_ppm_m118_LOD	Ba_ppm_m137_LOD	La_ppm_m139_LOD	Ce_ppm_m140_LOD	Nd_ppm_m146_LOD	Hf_ppm_m178_LOD	Pb_ppm_m208_LOD
Output_1_118	1302596 693-11 - 8.d	13/09/2019 (6) 16:59:19.00	13/09/2019 (6)	16:59:19.00	35.036	1302596 693-11 - 8.d	8.03E+06	0.28E+06	9.03	0.13	25850	150	7275	40	4161	12	57260	290	57230	390	147.0	1.6	19.02	0.18	495.0	5.3	6.767	0.078	200.8	1.1	19.37	0.21	0.342	0.021	139.57	0.90	1.914	0.030	2.845	0.034	1.134	0.046	0.493	0.021	0.825	0.022	FILENAME: 1302596 693-11 - 8.csv	0	0.030141	0.05752	0.079462	0.41356	10.738	10.577	0.13137	0.076343	0.98078	0.022216	0.001095	0.0018118	0.016274	0.009254	0.00069307	0.00084175	0.0023218	0.0019897	0.0028521
Output_1_119	1302596 693-11 - 9.d	13/09/2019 (6) 17:00:49.00	13/09/2019 (6)	17:00:49.00	35.036	1302596 693-11 - 9.d	7.67E+06	0.32E+06	9.27	0.12	26060	120	7324	33	4144	12	57650	310	57650	370	151.5	1.7	19.16	0.20	500.0	4.3	6.819	0.069	202.8	1.0	19.91	0.14	0.353	0.026	140.85	0.96	1.935	0.030	2.884	0.039	1.125	0.045	0.503	0.021	0.809	0.021	FILENAME: 1302596 693-11 - 9.csv	0	0.029256	0.050667	0.085491	0.45713	12.345	10.493	0.14284	0.093983	1.1669	0.028838	0.0015968	0.0029316	0.010957	0.0076127	0.0010106	0.00072448	0.0024295	0.0020818	0.0031285
Output_1_120	1302596 693-11 - 10.d	13/09/2019 (6) 17:02:24.00	13/09/2019 (6)	17:02:24.00	35.036	1302596 693-11 - 10.d	7.54E+06	0.31E+06	9.10	0.13	26010	160	7304	50	4164	11	57260	430	57700	500	149.8	1.7	19.02	0.19	497.0	4.5	6.925	0.071	201.6	1.5	19.73	0.19	0.366	0.026	139.9	1.1	1.905	0.031	2.805	0.032	1.172	0.044	0.496	0.021	0.805	0.022	FILENAME: 1302596 693-11 - 10.csv	0	0.032097	0.068978	0.090627	0.46926	11.4	12.15	0.13611	0.065458	1.0483	0.026973	0.00083355	0.0026981	0.013399	0.012555	0.00052752	0.00052704	0.0053878	0.0027039	0.0031228
Output_1_121	1302382 609-3 - 1.d	13/09/2019 (6) 17:10:22.00	13/09/2019 (6)	17:10:22.00	35.036	1302382 609-3 - 1.d	7.73E+06	0.27E+06	9.03	0.10	26030	130	7313	39	4139	10	57190	360	57550	380	150.4	1.6	18.56	0.16	494.7	4.7	7.002	0.059	202.9	1.1	20.65	0.20	0.343	0.023	137.3	1.0	1.896	0.029	2.845	0.039	1.173	0.050	0.492	0.018	0.964	0.025	FILENAME: 1302382 609-3 - 1.csv	0	0.03133	0.056064	0.082328	0.47003	12.555	11.038	0.12229	0.090089	1.2363	0.026574	0.0019206	0.0018889	0.014988	0.0075834	0.00072272	0.0010068	0.0052584	0.0020733	0.0030882
Output_1_122	1302382 609-3 - 2.d	13/09/2019 (6) 17:12:04.00	13/09/2019 (6)	17:12:04.00	35.036	1302382 609-3 - 2.d	7.55E+06	0.26E+06	8.88	0.13	26050	150	7288	38	4148	12	56970	340	57390	360	148.7	2.0	18.33	0.16	489.3	4.6	6.902	0.065	202.0	1.1	21.54	0.22	0.359	0.025	135.62	0.91	1.896	0.022	2.796	0.034	1.125	0.042	0.550	0.020	0.954	0.023	FILENAME: 1302382 609-3 - 2.csv	0	0.031109	0.054353	0.075121	0.46199	13.635	10.824	0.13118	0.079477	1.179	0.025876	0.0014226	0.0019343	0.013815	0.006387	0.00052712	0.0011442	0.004853	0.0024333	0.0027763
Output_1_123	1302382 609-3 - 3.d	13/09/2019 (6) 17:13:34.00	13/09/2019 (6)	17:13:34.00	35.035	1302382 609-3 - 3.d	7.82E+06	0.27E+06	8.91	0.14	25970	130	7277	35	4136	12	57290	300	57310	340	150.6	1.5	18.51	0.18	495.4	4.3	6.892	0.079	202.9	1.2	25.33	0.21	0.361	0.023	137.63	0.95	1.886	0.026	2.796	0.037	1.112	0.041	0.618	0.020	0.955	0.024	FILENAME: 1302382 609-3 - 3.csv	0	0.031994	0.058776	0.07613	0.46404	12.033	11.758	0.13746	0.075883	1.0973	0.02143	0.0013724	0.0026003	0.014274	0.008776	0.00071397	0.00071385	0.0040847	0.0016843	0.0027809
Output_1_124	1302382 609-3 - 4.d	13/09/2019 (6) 17:15:08.00	13/09/2019 (6)	17:15:08.00	35.036	1302382 609-3 - 4.d	7.87E+06	0.31E+06	9.16	0.13	26160	130	7280	43	4169	14	57480	350	57260	380	148.6	1.6	18.48	0.19	491.0	4.5	6.891	0.083	202.7	1.1	21.74	0.21	0.369	0.025	137.23	0.96	1.851	0.031	2.819	0.033	1.129	0.044	0.539	0.023	0.973	0.032	FILENAME: 1302382 609-3 - 4.csv	0	0.035748	0.050634	0.071173	0.38379	12.982	9.8432	0.118	0.072574	1.0885	0.025613	0.0017255	0.0025701	0.014774	0.0060894	0.001716	0.00098338	0.0071848	0.0030785	0.002174
Output_1_125	1302382 609-3 - 5.d	13/09/2019 (6) 17:16:43.00	13/09/2019 (6)	17:16:43.00	35.036	1302382 609-3 - 5.d	7.79E+06	0.28E+06	9.07	0.12	25930	130	7282	38	4128	11	57480	330	57250	380	149.7	1.9	18.50	0.20	494.4	3.9	6.904	0.067	201.9	1.2	22.20	0.19	0.378	0.022	136.8	1.1	1.887	0.030	2.785	0.040	1.157	0.044	0.533	0.022	0.955	0.022	FILENAME: 1302382 609-3 - 5.csv	0	0.026786	0.051682	0.087939	0.45152	10.478	10.101	0.12801	0.07366	1.2114	0.030689	0.0011271	0.0022648	0.017328	0.0085706	0.0008666	0.00099335	0.0023889	0.0020439	0.0020145
Output_1_126	1302382 609-3 - 6.d	13/09/2019 (6) 17:18:21.00	13/09/2019 (6)	17:18:21.00	35.036	1302382 609-3 - 6.d	7.80E+06	0.26E+06	8.89	0.14	25940	120	7272	35	4125	11	57620	310	57160	340	149.6	1.6	18.55	0.17	485.0	4.7	6.871	0.086	202.2	1.1	23.15	0.17	0.360	0.028	136.76	0.95	1.877	0.028	2.786	0.034	1.133	0.038	0.569	0.020	0.956	0.019	FILENAME: 1302382 609-3 - 6.csv	0	0.03017	0.06604	0.080575	0.44329	12.588	10.658	0.11727	0.085386	1.0014	0.025814	0.00137	0.0036559	0.013558	0	0.0010149	0.0011021	0.0033532	0.0023416	0.0030644
Output_1_127	1302382 609-3 - 7.d	13/09/2019 (6) 17:19:51.00	13/09/2019 (6)	17:19:51.00	35.036	1302382 609-3 - 7.d	7.84E+06	0.26E+06	9.01	0.16	25940	130	7267	39	4127	11	57570	340	57420	370	148.5	1.9	18.82	0.20	494.3	4.1	6.925	0.064	202.6	1.1	23.72	0.18	0.361	0.023	136.96	0.95	1.899	0.027	2.809	0.032	1.154	0.044	0.602	0.021	0.941	0.020	FILENAME: 1302382 609-3 - 7.csv	0	0.031584	0.065362	0.08318	0.38091	13.061	10.57	0.13671	0.064991	1.1922	0.026218	0.002082	0.0028766	0.01684	0.0074672	0.00050698	0.0007121	0.0046687	0.0020409	0.0024147
Output_1_128	1302382 609-3 - 8.d	13/09/2019 (6) 17:21:24.00	13/09/2019 (6)	17:21:24.00	35.036	1302382 609-3 - 8.d	7.95E+06	0.27E+06	9.18	0.16	26070	130	7314	34	4178	11	58000	260	57740	350	151.7	1.6	18.71	0.18	499.8	4.6	6.992	0.072	204.8	1.1	22.35	0.16	0.329	0.020	138.61	0.84	1.883	0.023	2.829	0.033	1.158	0.037	0.523	0.022	0.967	0.020	FILENAME: 1302382 609-3 - 8.csv	0	0.036581	0.059557	0.075863	0.37648	12.547	10.028	0.11507	0.080412	1.0868	0.026387	0.0017093	0.0028242	0.011688	0.0060295	0.0010807	0.00085013	0.0050864	0.0020035	0.0027188
Output_1_129	1302382 609-3 - 9.d	13/09/2019 (6) 17:23:00.00	13/09/2019 (6)	17:23:00.00	35.035	1302382 609-3 - 9.d	7.72E+06	0.32E+06	9.17	0.16	26060	150	7278	38	4197	11	57830	350	57600	390	152.6	1.7	18.65	0.20	498.9	5.5	6.901	0.072	204.4	1.1	23.47	0.18	0.334	0.021	138.17	0.95	1.911	0.029	2.808	0.035	1.213	0.049	0.583	0.021	0.948	0.022	FILENAME: 1302382 609-3 - 9.csv	0	0.031636	0.055785	0.090681	0.50119	13.329	10.144	0.13432	0.074085	1.2147	0.029747	0.0019227	0.0018896	0.014418	0.004443	0	0.0012472	0.0047428	0.0020728	0.0017524
Output_1_130	1302382 609-3 - 10.d	13/09/2019 (6) 17:24:38.00	13/09/2019 (6)	17:24:38.00	35.036	1302382 609-3 - 10.d	7.58E+06	0.27E+06	8.90	0.12	25950	130	7276	36	4155	12	57470	340	57400	400	152.1	1.9	18.45	0.18	490.1	4.6	6.963	0.084	201.7	1.1	23.96	0.18	0.334	0.025	135.36	0.89	1.877	0.028	2.786	0.039	1.123	0.043	0.591	0.022	0.972	0.024	FILENAME: 1302382 609-3 - 10.csv	0	0.03379	0.060739	0.096511	0.44598	13.993	9.5244	0.12128	0.077739	1.2814	0.029208	0.0023419	0.0023393	0.015669	0.006352	0.0008952	0.00073684	0.0024682	0.0012362	0.0019394
Output_1_131	1302847 720-5 - 1.d	13/09/2019 (6) 17:32:31.00	13/09/2019 (6)	17:32:31.00	35.036	1302847 720-5 - 1.d	8.11E+06	0.28E+06	4.286	0.072	23360	110	7107	33	5389	15	55170	290	56000	340	179.8	2.1	283.6	1.2	682.0	5.5	39.29	0.19	28.87	0.19	38.50	0.30	0.578	0.026	37.95	0.32	1.747	0.023	3.061	0.035	1.472	0.048	0.914	0.025	18.05	0.14	FILENAME: 1302847 720-5 - 1.csv	0	0.033316	0.048877	0.073793	0.48892	12.204	9.3849	0.1242	0.080074	1.0355	0.024638	0.0017234	0.0012801	0.014345	0.012268	0.00068787	0.00096	0.0032379	0.0025064	0.002058
Output_1_132	1302847 720-5 - 2.d	13/09/2019 (6) 17:34:09.00	13/09/2019 (6)	17:34:09.00	35.036	1302847 720-5 - 2.d	8.43E+06	0.26E+06	4.275	0.086	23586	75	7241	24	5440	15	55710	210	56350	270	185.5	1.9	281.45	0.98	705.6	5.1	38.39	0.18	29.37	0.18	41.09	0.25	0.601	0.028	40.36	0.34	1.784	0.024	3.163	0.036	1.524	0.043	0.991	0.032	18.13	0.12	FILENAME: 1302847 720-5 - 2.csv	0	0.032783	0.05139	0.074964	0.44372	11.284	9.4601	0.10567	0.076829	0.95152	0.026138	0.0025868	0.0029073	0.011764	0.0057087	0.00092233	0.00092381	0.0076955	0.0032243	0.0024975
Output_1_133	1302847 720-5 - 3.d	13/09/2019 (6) 17:35:43.00	13/09/2019 (6)	17:35:43.00	35.036	1302847 720-5 - 3.d	8.02E+06	0.27E+06	4.194	0.079	23530	120	7066	34	5381	14	54860	300	55770	380	177.0	1.8	286.2	1.3	671.1	5.7	40.71	0.17	28.77	0.20	34.87	0.25	0.619	0.030	36.49	0.35	1.709	0.027	3.001	0.038	1.381	0.047	0.860	0.025	18.11	0.16	FILENAME: 1302847 720-5 - 3.csv	0	0.031809	0.053446	0.076909	0.40196	11.505	10.935	0.1362	0.071198	1.1781	0.021615	0.0010912	0.0021908	0.014164	0.0072317	0.00096101	0.0011613	0.0039467	0.0027312	0.0028229
Output_1_134	1302847 720-5 - 4.d	13/09/2019 (6) 17:37:23.00	13/09/2019 (6)	17:37:23.00	35.036	1302847 720-5 - 4.d	8.21E+06	0.29E+06	4.221	0.077	23410	110	7132	26	5412	12	54920	240	55890	260	180.8	1.6	281.5	1.2	695.6	5.6	39.69	0.21	28.84	0.17	38.90	0.26	0.623	0.032	38.44	0.40	1.767	0.028	3.083	0.034	1.450	0.042	0.960	0.029	18.20	0.14	FILENAME: 1302847 720-5 - 4.csv	0	0.031801	0.059381	0.088389	0.41614	11.045	9.1709	0.14129	0.068804	1.0011	0.026421	0.0014979	0.0024733	0.015093	0.0071225	0.00067922	0.0008274	0.0031972	0.0019453	0.0033611
Output_1_135	1302847 720-5 - 5.d	13/09/2019 (6) 17:38:52.00	13/09/2019 (6)	17:38:52.00	35.036	1302847 720-5 - 5.d	7.93E+06	0.30E+06	4.263	0.075	23550	110	7044	36	5404	15	54670	280	55530	320	175.9	2.0	285.8	1.2	668.6	5.1	40.46	0.20	28.69	0.17	34.30	0.22	0.611	0.028	36.81	0.31	1.708	0.028	3.042	0.034	1.362	0.051	0.892	0.022	18.18	0.17	FILENAME: 1302847 720-5 - 5.csv	0	0.034829	0.057499	0.086137	0.45238	13.938	10.732	0.11761	0.070338	1.0279	0.024819	0	0.0022318	0.013073	0.004315	0.0010863	0.0010885	0.0033066	0.0023059	0.0023782
Output_1_136	1302847 720-5 - 6.d	13/09/2019 (6) 17:40:26.00	13/09/2019 (6)	17:40:26.00	35.036	1302847 720-5 - 6.d	7.40E+06	0.25E+06	4.143	0.096	23180	120	7119	31	5323	13	54470	340	55530	350	179.5	1.9	279.7	1.2	696.8	5.3	37.24	0.21	28.90	0.18	41.76	0.38	0.665	0.030	39.03	0.36	1.759	0.030	3.063	0.034	1.427	0.042	1.001	0.027	18.46	0.15	FILENAME: 1302847 720-5 - 6.csv	0	0.035979	0.068792	0.091227	0.48114	12.024	10.555	0.15214	0.07134	1.0901	0.028282	0.0014365	0.0036077	0.013444	0.0089724	0.0010404	0.001157	0.003514	0.0021378	0.0033335
Output_1_137	1302847 720-5 - 7.d	13/09/2019 (6) 17:42:00.00	13/09/2019 (6)	17:42:00.00	35.035	1302847 720-5 - 7.d	7.58E+06	0.32E+06	4.280	0.081	23510	130	7067	41	5395	14	54680	350	55510	430	175.2	1.7	284.8	1.4	674.0	5.8	40.24	0.19	28.69	0.23	34.77	0.26	0.570	0.031	36.56	0.41	1.671	0.027	2.961	0.038	1.380	0.046	0.860	0.029	17.56	0.12	FILENAME: 1302847 720-5 - 7.csv	0	0.033341	0.058571	0.087363	0.47314	12.398	9.6412	0.11752	0.068243	1.0763	0.026424	0.00082444	0.0019113	0.014327	0.0076693	0.00073142	0.00052213	0.0047976	0.0024005	0.0028231
Output_1_138	1302847 720-5 - 8.d	13/09/2019 (6) 17:43:39.00	13/09/2019 (6)	17:43:39.00	35.036	1302847 720-5 - 8.d	7.91E+06	0.27E+06	4.296	0.085	23230	110	7152	30	5372	15	54740	260	55470	310	182.7	1.9	279.7	1.1	697.2	4.8	37.78	0.20	28.76	0.18	41.83	0.28	0.611	0.026	38.81	0.37	1.763	0.030	3.092	0.040	1.517	0.049	1.018	0.031	18.19	0.16	FILENAME: 1302847 720-5 - 8.csv	0	0.034374	0.060381	0.075378	0.37879	11.836	9.5424	0.15351	0.065781	1.1425	0.022486	0.0013547	0.0022367	0.014211	0.006071	0.00050138	0.00085801	0.0069892	0.0023103	0.0030836
Output_1_139	1302847 720-5 - 9.d	13/09/2019 (6) 17:45:09.00	13/09/2019 (6)	17:45:09.00	35.035	1302847 720-5 - 9.d	8.11E+06	0.28E+06	4.206	0.089	23340	110	7138	30	5391	12	55150	240	55330	300	182.0	1.8	280.1	1.0	696.8	5.0	37.64	0.19	28.85	0.17	42.15	0.27	0.623	0.032	39.34	0.34	1.743	0.021	3.076	0.038	1.474	0.049	1.000	0.025	17.98	0.17	FILENAME: 1302847 720-5 - 9.csv	0	0.02812	0.07363	0.070311	0.43071	12.347	10.084	0.18103	0.062204	0.85519	0.022407	0.0017196	0.0021801	0.015023	0.0042142	0	0.0011857	0.0055664	0.0011507	0.003337
Output_1_140	1302847 720-5 - 10.d	13/09/2019 (6) 17:46:43.00	13/09/2019 (6)	17:46:43.00	35.034	1302847 720-5 - 10.d	7.87E+06	0.26E+06	4.224	0.081	23290	110	7169	32	5365	16	55350	320	55510	340	181.0	1.8	279.4	1.0	703.8	5.2	38.13	0.19	28.73	0.20	41.26	0.30	0.605	0.033	39.40	0.41	1.757	0.023	3.106	0.037	1.448	0.056	1.024	0.030	17.85	0.16	FILENAME: 1302847 720-5 - 10.csv	0	0.031058	0.053932	0.09186	0.42312	13.506	9.8636	0.13979	0.074838	1.0384	0.026741	0.0017242	0	0.014732	0.0096185	0	0.00070632	0.0061314	0.0023114	0.0031529
Output_1_141	1301193 277-7 - 1.d	13/09/2019 (6) 17:54:41.00	13/09/2019 (6)	17:54:41.00	35.036	1301193 277-7 - 1.d	7.96E+06	0.30E+06	4.61	0.10	26300	130	1922	14	933.7	2.8	65860	410	64940	380	221.5	2.0	21.47	0.18	798.6	4.9	4.030	0.059	50.35	0.35	30.71	0.27	9.89	0.13	22.89	0.28	2.426	0.032	4.105	0.043	1.912	0.061	0.855	0.028	1.123	0.030	FILENAME: 1301193 277-7 - 1.csv	0	0.027643	0.050901	0.084119	0.42115	11.169	9.394	0.10368	0.064277	0.91069	0.026556	0.0015424	0.0039545	0.016475	0.0084006	0.00049791	0.0004996	0.0045844	0.0016456	0.0031208
Output_1_142	1301193 277-7 - 2.d	13/09/2019 (6) 17:56:22.00	13/09/2019 (6)	17:56:22.00	35.036	1301193 277-7 - 2.d	8.07E+06	0.28E+06	4.571	0.086	26230	110	1917	14	931.3	2.8	65740	330	64940	330	219.5	2.0	21.15	0.18	798.9	6.1	3.962	0.059	50.22	0.30	30.49	0.17	9.93	0.13	22.51	0.28	2.368	0.032	4.061	0.045	1.858	0.055	0.836	0.025	1.136	0.029	FILENAME: 1301193 277-7 - 2.csv	0	0.026407	0.046197	0.079988	0.41266	10.886	10.584	0.094253	0.07704	1.1292	0.026242	0.0016873	0.0012834	0.01643	0.01099	0.0011586	0.001358	0.0071667	0.0025687	0.002747
Output_1_143	1301193 277-7 - 3.d	13/09/2019 (6) 17:57:52.00	13/09/2019 (6)	17:57:52.00	35.036	1301193 277-7 - 3.d	7.95E+06	0.28E+06	4.588	0.091	26270	140	1905	15	926.5	2.3	65640	400	64930	370	217.3	2.1	21.10	0.21	788.1	6.4	3.958	0.053	49.87	0.34	29.49	0.22	9.87	0.13	22.63	0.32	2.356	0.025	4.083	0.042	1.896	0.058	0.818	0.026	1.093	0.027	FILENAME: 1301193 277-7 - 3.csv	0	0.034498	0.056095	0.070504	0.41441	11.529	9.4577	0.1003	0.062997	1.0964	0.021025	0.0015359	0.0022132	0.016858	0.0042748	0.00084637	0.00069868	0.005506	0.0022833	0.0024665
Output_1_144	1301193 277-7 - 4.d	13/09/2019 (6) 17:59:27.00	13/09/2019 (6)	17:59:27.00	35.036	1301193 277-7 - 4.d	7.98E+06	0.29E+06	4.609	0.082	26250	130	1911	15	931.9	2.8	66110	360	64990	410	218.5	1.9	21.31	0.17	801.3	5.8	3.952	0.050	50.29	0.32	30.88	0.24	10.03	0.13	22.79	0.31	2.372	0.037	4.063	0.047	1.888	0.060	0.842	0.028	1.100	0.024	FILENAME: 1301193 277-7 - 4.csv	0	0.031311	0.051332	0.065879	0.45173	10.333	10.485	0.10315	0.076824	0.95523	0.023255	0.0021659	0.0012976	0.017075	0.0092894	0.00084708	0.00097459	0.0039853	0.0016398	0.0013252
Output_1_145	1301193 277-7 - 5.d	13/09/2019 (6) 18:01:01.00	13/09/2019 (6)	18:01:01.00	35.036	1301193 277-7 - 5.d	8.14E+06	0.27E+06	4.587	0.097	26250	130	1914	14	929.0	2.8	66190	330	64890	380	219.7	2.2	21.17	0.22	800.9	5.2	3.901	0.055	50.13	0.29	30.92	0.22	10.15	0.12	22.96	0.30	2.386	0.028	4.068	0.044	1.913	0.054	0.834	0.028	1.099	0.023	FILENAME: 1301193 277-7 - 5.csv	0	0.031142	0.056473	0.083526	0.3963	11.412	9.6238	0.10313	0.071652	1.0809	0.026697	0.0015009	0.001267	0.015323	0.0081731	0.0011435	0.0013408	0.0059182	0.002535	0.001483
Output_1_146	1301193 277-7 - 6.d	13/09/2019 (6) 18:02:40.00	13/09/2019 (6)	18:02:40.00	35.036	1301193 277-7 - 6.d	8.11E+06	0.26E+06	4.60	0.10	26370	140	1919	14	930.7	3.4	66300	370	65210	400	221.5	1.9	21.23	0.18	800.2	5.5	3.964	0.059	50.43	0.30	31.01	0.19	10.27	0.11	22.96	0.31	2.423	0.034	4.066	0.045	1.942	0.055	0.809	0.026	1.147	0.023	FILENAME: 1301193 277-7 - 6.csv	0	0.030982	0.058331	0.079417	0.40828	13.022	11.383	0.10537	0.06986	0.99107	0.025615	0.00076975	0.0012715	0.01328	0.0082013	0.00068257	0.00095505	0.003904	0.0019532	0.0022083
Output_1_147	1301193 277-7 - 7.d	13/09/2019 (6) 18:04:09.00	13/09/2019 (6)	18:04:09.00	35.034	1301193 277-7 - 7.d	7.77E+06	0.30E+06	4.459	0.077	26260	140	1906	15	932.5	2.6	66140	370	65130	400	220.2	2.3	21.32	0.23	798.0	5.5	3.988	0.062	50.44	0.26	30.63	0.24	10.17	0.14	22.53	0.30	2.376	0.031	4.075	0.040	1.864	0.061	0.810	0.026	1.117	0.028	FILENAME: 1301193 277-7 - 7.csv	0	0.024902	0.053434	0.090035	0.48114	12.075	9.5034	0.11991	0.064714	1.1158	0.029236	0.0013755	0.0034562	0.016233	0.00616	0.00086866	0.00087228	0.0040861	0.0020444	0.002924
Output_1_148	1301193 277-7 - 8.d	13/09/2019 (6) 18:05:43.00	13/09/2019 (6)	18:05:43.00	35.036	1301193 277-7 - 8.d	8.12E+06	0.29E+06	4.555	0.089	26180	120	1906	13	931.4	2.8	65830	350	65020	360	220.2	2.1	21.35	0.18	794.6	6.5	3.987	0.063	50.57	0.29	30.98	0.17	9.73	0.12	22.67	0.28	2.414	0.028	4.084	0.046	1.945	0.058	0.838	0.029	1.136	0.024	FILENAME: 1301193 277-7 - 8.csv	0	0.029351	0.067653	0.079805	0.42274	12.694	10.709	0.12306	0.076228	1.0408	0.024128	0.0015076	0.0012728	0.012792	0.0071615	0.00083062	0.0011826	0.0022886	0.0011451	0.0028111
Output_1_149	1301193 277-7 - 9.d	13/09/2019 (6) 18:07:17.01	13/09/2019 (6)	18:07:17.01	18.149	1301193 277-7 - 9.d	9.14E+06	0.23E+06	4.59	0.11	26820	140	1978	12	939.3	4.6	67220	350	66640	420	225.5	2.5	21.87	0.26	813.3	8.7	4.028	0.063	51.64	0.36	29.78	0.25	9.37	0.15	23.32	0.33	2.445	0.041	4.201	0.055	1.936	0.066	0.818	0.028	1.116	0.030	FILENAME: 1301193 277-7 - 9.csv	0	0.03175	0.058626	0.083461	0.42353	11.833	9.4751	0.10429	0.069921	0.96325	0.027495	0.001771	0.0023001	0.013855	0.0075811	0.0010078	0.0010123	0.0062907	0.0020693	0.002449
Output_1_150	1301193 277-7 - 10.d	13/09/2019 (6) 18:08:56.00	13/09/2019 (6)	18:08:56.00	35.036	1301193 277-7 - 10.d	8.00E+06	0.28E+06	4.457	0.081	26210	110	1903	14	935.7	2.9	65690	300	65080	370	219.7	2.2	21.50	0.19	798.6	5.4	3.979	0.053	50.77	0.25	29.73	0.21	9.92	0.14	22.92	0.29	2.393	0.033	4.088	0.047	1.957	0.056	0.787	0.028	1.090	0.026	FILENAME: 1301193 277-7 - 10.csv	0	0.031395	0.058257	0.082448	0.47787	12.362	10.669	0.15127	0.070778	1.0416	0.027821	0.00078227	0.0018144	0.013999	0.0072705	0.0012497	0.00069674	0.0067447	0.0019845	0.0015131
Output_1_151	1301505 2-1 - 1.d	13/09/2019 (6) 18:16:49.00	13/09/2019 (6)	18:16:49.00	35.036	1301505 2-1 - 1.d	7.83E+06	0.33E+06	10.84	0.15	25510	140	3712	20	87.76	0.80	59080	360	60190	380	141.8	1.6	19.70	0.21	670.3	5.5	0.368	0.019	44.09	0.26	13.12	0.13	9.64	0.12	9.79	0.14	0.721	0.015	0.979	0.021	0.528	0.029	0.335	0.020	0.512	0.015	FILENAME: 1301505 2-1 - 1.csv	0	0.026058	0.060342	0.093562	0.37993	10.713	9.9507	0.13144	0.067712	1.0531	0.028631	0.0027664	0.0022483	0.015509	0.0084956	0.00085976	0.00086418	0.0040422	0.001664	0.0028918
Output_1_152	1301505 2-1 - 2.d	13/09/2019 (6) 18:18:27.00	13/09/2019 (6)	18:18:27.00	35.036	1301505 2-1 - 2.d	7.91E+06	0.31E+06	10.68	0.13	25390	140	3702	17	86.95	0.73	58980	340	60000	340	141.6	1.6	19.56	0.20	668.8	5.1	0.354	0.022	43.93	0.27	12.50	0.12	9.48	0.13	9.69	0.17	0.710	0.015	1.008	0.021	0.567	0.026	0.337	0.015	0.493	0.016	FILENAME: 1301505 2-1 - 2.csv	0	0.030472	0.050787	0.083714	0.4433	10.135	9.796	0.12101	0.084294	0.9465	0.02468	0.0018459	0.0022041	0.014644	0.0072669	0.00096616	0.00084736	0.0032593	0.003017	0.0032359
Output_1_153	1301505 2-1 - 3.d	13/09/2019 (6) 18:20:02.00	13/09/2019 (6)	18:20:02.00	35.036	1301505 2-1 - 3.d	8.07E+06	0.27E+06	10.74	0.15	25570	130	3711	19	86.83	0.70	58990	320	59920	370	141.8	1.8	19.76	0.18	665.9	5.4	0.363	0.021	44.14	0.33	12.33	0.14	9.63	0.12	9.82	0.18	0.714	0.017	1.029	0.021	0.579	0.033	0.328	0.014	0.492	0.013	FILENAME: 1301505 2-1 - 3.csv	0	0.032834	0.056616	0.076026	0.46315	11.882	10.305	0.12616	0.067426	1.0748	0.028062	0.0016803	0.0012775	0.011812	0.0042124	0.00068608	0.00083862	0.002297	0.0011498	0.0025926
Output_1_154	1301505 2-1 - 4.d	13/09/2019 (6) 18:21:41.00	13/09/2019 (6)	18:21:41.00	35.036	1301505 2-1 - 4.d	7.97E+06	0.27E+06	10.88	0.13	25470	130	3721	18	87.07	0.71	58820	300	59530	370	141.3	1.5	19.64	0.19	671.3	5.0	0.352	0.019	43.99	0.28	12.65	0.14	9.65	0.12	9.70	0.18	0.706	0.019	1.008	0.021	0.578	0.032	0.314	0.015	0.502	0.015	FILENAME: 1301505 2-1 - 4.csv	0	0.032541	0.057322	0.072846	0.43546	12.218	9.9102	0.13163	0.055023	1.0948	0.028298	0.0013299	0.0012858	0.012211	0.0072385	0.00083967	0.00096765	0.0055955	0.0019757	0.0030514
